trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
110,False,"{'a': 0.999, 'e': 0.8957848329039129}",25,0,-74.26672229215438,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
111,False,"{'a': 0.999, 'e': 0.894889048071009}",30,0,-100.8714187897778,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 2}",0
112,False,"{'a': 0.999, 'e': 0.8939941590229379}",25,0,-94.54322859810749,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
113,False,"{'a': 0.999, 'e': 0.893100164863915}",30,14,-67.62253355703379,"{0: 9, 1: 1, 2: 4, 3: 2, 4: 0}",1
114,False,"{'a': 0.999, 'e': 0.8922070646990511}",20,0,-120.59436303942546,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
115,False,"{'a': 0.999, 'e': 0.891314857634352}",20,0,-165.8244516720706,"{0: 7, 1: 4, 2: 7, 3: 0, 4: 2}",0
116,False,"{'a': 0.999, 'e': 0.8904235427767176}",25,8,-37.06816207235581,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 0}",1
117,False,"{'a': 0.999, 'e': 0.889533119233941}",25,0,-68.14695818708196,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
118,False,"{'a': 0.999, 'e': 0.8886435861147071}",20,0,-82.70752836489869,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
119,False,"{'a': 0.999, 'e': 0.8877549425285923}",20,0,-48.91679072905682,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
120,False,"{'a': 0.999, 'e': 0.8868671875860638}",20,0,-105.08602707364363,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
121,False,"{'a': 0.999, 'e': 0.8859803203984776}",30,0,-130.2046926367903,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
122,False,"{'a': 0.999, 'e': 0.8850943400780792}",25,0,-96.36327692605504,"{0: 13, 1: 7, 2: 4, 3: 0, 4: 1}",0
123,False,"{'a': 0.999, 'e': 0.8842092457380011}",30,0,-94.9337185113239,"{0: 17, 1: 7, 2: 4, 3: 2, 4: 0}",0
124,False,"{'a': 0.999, 'e': 0.8833250364922631}",20,0,-73.16598355829491,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
125,False,"{'a': 0.999, 'e': 0.8824417114557708}",25,0,-201.9948243951651,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 3}",0
126,False,"{'a': 0.999, 'e': 0.8815592697443151}",30,10,-56.74967975378821,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",1
127,False,"{'a': 0.999, 'e': 0.8806777104745708}",35,0,-125.39470605890092,"{0: 24, 1: 3, 2: 4, 3: 3, 4: 1}",0
128,False,"{'a': 0.999, 'e': 0.8797970327640962}",25,0,-103.87773646188126,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
129,False,"{'a': 0.999, 'e': 0.8789172357313321}",20,0,-200.64071124683866,"{0: 12, 1: 0, 2: 2, 3: 2, 4: 4}",0
130,False,"{'a': 0.999, 'e': 0.8780383184956008}",30,0,-125.07109663427858,"{0: 20, 1: 0, 2: 7, 3: 2, 4: 1}",0
131,False,"{'a': 0.999, 'e': 0.8771602801771051}",20,0,2.4803699420700465,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
132,False,"{'a': 0.999, 'e': 0.8762831198969281}",20,0,-84.97559912449935,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
133,False,"{'a': 0.999, 'e': 0.8754068367770311}",35,0,-255.7684864641925,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 5}",0
134,False,"{'a': 0.999, 'e': 0.8745314299402541}",20,0,-7.511449660073203,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
135,False,"{'a': 0.999, 'e': 0.8736568985103138}",20,0,-86.14425899480705,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
136,False,"{'a': 0.999, 'e': 0.8727832416118035}",25,0,-55.67774465067738,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
137,False,"{'a': 0.999, 'e': 0.8719104583701917}",25,7,-79.70800108163075,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 1}",1
138,False,"{'a': 0.999, 'e': 0.8710385479118216}",30,0,-100.71467838018653,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
139,False,"{'a': 0.999, 'e': 0.8701675093639096}",20,0,-42.999891533377834,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
140,False,"{'a': 0.999, 'e': 0.8692973418545458}",30,0,-176.38803031184602,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 4}",0
141,False,"{'a': 0.999, 'e': 0.8684280445126912}",25,0,-101.1096446542227,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
